05/15/26-17:27:25.157771 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,10.10.10.50,,192.168.100.100,,19766,Misc activity,3,alert,Allow
05/15/26-17:27:25.182785 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,192.168.100.100,,10.10.10.50,,6892,Misc activity,3,alert,Allow
05/15/26-17:27:25.183622 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,10.10.10.50,,192.168.100.100,,19771,Misc activity,3,alert,Allow
05/15/26-17:27:25.283419 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,42378,10.10.10.50,53,31013,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:25.460923 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,42378,10.10.10.50,53,29302,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:25.615021 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,42378,10.10.10.50,53,55726,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:25.767215 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,42378,10.10.10.50,53,19553,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:26.048402 ,1,9000002,1,"BERMA-002 Port Scan - Enumeracion red corporativa",TCP,192.168.100.100,41908,10.10.10.50,8081,34211,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:26.216865 ,120,8,1,"(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE",TCP,192.168.100.100,41894,10.10.10.50,8081,17580,Unknown Traffic,3,alert,Allow
05/15/26-17:27:26.216333 ,120,3,1,"(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE",TCP,10.10.10.50,8081,192.168.100.100,41894,39781,Unknown Traffic,3,alert,Allow
05/15/26-17:27:26.262471 ,1,9000003,1,"BERMA-003 HMI Web Access - Acceso interfaz Siemens TP1200",TCP,192.168.100.100,56472,10.10.10.50,80,36514,Web Application Attack,1,alert,Allow
05/15/26-17:27:26.528436 ,120,8,1,"(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE",TCP,192.168.100.100,41928,10.10.10.50,8081,42126,Unknown Traffic,3,alert,Allow
05/15/26-17:27:26.527995 ,120,3,1,"(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE",TCP,10.10.10.50,8081,192.168.100.100,41928,42128,Unknown Traffic,3,alert,Allow
05/15/26-17:27:42.033619 ,1,9000002,1,"BERMA-002 Port Scan - Enumeracion red corporativa",TCP,192.168.100.100,61260,10.10.10.50,22,48906,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:48.483493 ,120,8,1,"(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE",TCP,192.168.100.100,55068,10.10.10.50,8081,6390,Unknown Traffic,3,alert,Allow
05/15/26-17:27:48.482884 ,120,3,1,"(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE",TCP,10.10.10.50,8081,192.168.100.100,55068,14655,Unknown Traffic,3,alert,Allow
05/15/26-17:27:55.102986 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,192.168.100.100,,10.10.10.50,,13418,Misc activity,3,alert,Allow
05/15/26-17:27:55.103861 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,10.10.10.50,,192.168.100.100,,35204,Misc activity,3,alert,Allow
05/15/26-17:27:55.128925 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,192.168.100.100,,10.10.10.50,,45824,Misc activity,3,alert,Allow
05/15/26-17:27:55.129794 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,10.10.10.50,,192.168.100.100,,35207,Misc activity,3,alert,Allow
05/15/26-17:27:55.229681 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60700,10.10.10.50,53,9310,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:55.407653 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60700,10.10.10.50,53,3908,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:55.560547 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60700,10.10.10.50,53,1833,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:55.712010 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60700,10.10.10.50,53,17473,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:57.439181 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,192.168.100.100,,10.10.10.50,,59960,Misc activity,3,alert,Allow
05/15/26-17:27:57.439896 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,10.10.10.50,,192.168.100.100,,35961,Misc activity,3,alert,Allow
05/15/26-17:27:57.464466 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,192.168.100.100,,10.10.10.50,,46326,Misc activity,3,alert,Allow
05/15/26-17:27:57.465114 ,1,9000099,1,"BERMA-TEST Ping detectado - Confirmar Snort activo",ICMP,10.10.10.50,,192.168.100.100,,35973,Misc activity,3,alert,Allow
05/15/26-17:27:57.566037 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60956,10.10.10.50,53,37774,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:57.752333 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60956,10.10.10.50,53,62614,Detection of a Network Scan,3,alert,Allow
05/15/26-17:27:57.908981 ,1,9000007,1,"BERMA-007 Nmap Aggressive Scan - Reconocimiento avanzado detectado",TCP,192.168.100.100,60956,10.10.10.50,53,59622,Detection of a Network Scan,3,alert,Allow
